商品マスタ用テンプレート,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
商品マスタID,Mycaアプリ上でのID,商品名,商品名カナ,エキスパンション,カード番号,レアリティ,封入パック,キーワード,JANコード,表示順,ジャンル,カテゴリ,販売店舗価格,買取価格,買取専用,自動印刷,店舗タブレット表示,在庫数無限商品,端数処理を無効にする,商品一覧に表示しない,アップロードエラー,,,,,,,,,,,
ハンドル名,（この部分は変更しないでください）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,myca_item_id,display_name,display_name_ruby,expansion,cardnumber,rarity,pack_name,keyword,readonly_product_code,order_number,genre_display_name,category_display_name,sell_price,buy_price,is_buy_only,allow_auto_print_label,tablet_allowed,infinite_stock,disallow_round,hidden,upload_error,,,,,,,,,,,
この下の行からデータ開始,（この下からデータを記入してください）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1113242,356385,ヘイラッシャex,,sv9a,078/063,SR,熱風のアリーナ,sv9a 078/063 ヘイラッシャex ヘイラッシャ へいらっしゃ,,0,ポケモン,カード,380,50,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9a/047379_P_HEIRASSHIXYAEX.jpg,,,,,,,,,,False,ヘイラッシャex,078063,ヘイラッシャex,078063,ヘイラッシャex,078063
1113245,356380,ヒビキのホウオウex,,sv9a,077/063,SR,熱風のアリーナ,sv9a 077/063 ホウオウex ひびきのほうおう,,0,ポケモン,カード,680,200,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9a/047378_P_HIBIKINOHOUOUEX.jpg,,,,,,,,,,False,ヒビキのホウオウex,077063,ヒビキのホウオウex,077063,ヒビキのホウオウex,077063
1113249,356375,メガヤンマex,,sv9a,076/063,SR,熱風のアリーナ,sv9a 076/063 メガヤンマex メガヤンマ めがやんま,,0,ポケモン,カード,380,50,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9a/047377_P_MYANMAEX.jpg,,,,,,,,,,False,メガヤンマex,076063,メガヤンマex,076063,メガヤンマex,076063
1113254,356370,ペパーのヨクバリス,,sv9a,075/063,AR,熱風のアリーナ,sv9a 075/063 ヨクバリス ぺぱーのよくばりす,,0,ポケモン,カード,180,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9a/047376_P_PEPANOYOKUBARISU.jpg,,,,,,,,,,False,ペパーのヨクバリス,075063,ペパーのヨクバリス,075063,ペパーのヨクバリス,075063
1113258,356365,ロトム,,sv9a,074/063,AR,熱風のアリーナ,sv9a 074/063 ロトム ろとむ,,0,ポケモン,カード,180,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9a/047375_P_ROTOMU.jpg,,,,,,,,,,False,ロトム,074063,ロトム,074063,ロトム,074063
1113262,356360,ラクライ,,sv9a,073/063,AR,熱風のアリーナ,sv9a 073/063 ラクライ らくらい,,0,ポケモン,カード,280,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9a/047374_P_RAKURAI.jpg,,,,,,,,,,False,ラクライ,073063,ラクライ,073063,ラクライ,073063
1113265,356355,カスミのラプラス,,sv9a,072/063,AR,熱風のアリーナ,sv9a 072/063 カスミノラプラス かすみのらぷらす,,0,ポケモン,カード,980,1200,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9a/047373_P_KASUMINORAPURASU.jpg,,,,,,,,,,False,カスミのラプラス,072063,カスミのラプラス,072063,カスミのラプラス,072063
1113268,356350,カスミのコダック,,sv9a,071/063,AR,熱風のアリーナ,sv9a 071/063 コダック かすみのこだっく,,0,ポケモン,カード,1680,2400,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9a/047372_P_KASUMINOKODAKKU.jpg,,,,,,,,,,False,カスミのコダック,071063,カスミのコダック,071063,カスミのコダック,071063
1113272,356345,ヒビキのバクフーン,,sv9a,070/063,AR,熱風のアリーナ,sv9a 070/063 バクフーン ひびきのばくふーん,,0,ポケモン,カード,1680,1300,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9a/047371_P_HIBIKINOBAKUFUN.jpg,,,,,,,,,,False,ヒビキのバクフーン,070063,ヒビキのバクフーン,070063,ヒビキのバクフーン,070063
1113274,356340,ギャロップ,,sv9a,069/063,AR,熱風のアリーナ,sv9a 069/063 ギャロップ ぎゃろっぷ,,0,ポケモン,カード,180,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9a/047370_P_GIXYAROPPU.jpg,,,,,,,,,,False,ギャロップ,069063,ギャロップ,069063,ギャロップ,069063
1113278,356335,カミツオロチ,,sv9a,068/063,AR,熱風のアリーナ,sv9a 068/063 カミツオロチ かみつおろち,,0,ポケモン,カード,280,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9a/047369_P_KAMITSUOROCHI.jpg,,,,,,,,,,False,カミツオロチ,068063,カミツオロチ,068063,カミツオロチ,068063
1113282,356330,イワパレス,,sv9a,067/063,AR,熱風のアリーナ,sv9a 067/063 イワパレス いわぱれす,,0,ポケモン,カード,280,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9a/047368_P_IWAPARESU.jpg,,,,,,,,,,False,イワパレス,067063,イワパレス,067063,イワパレス,067063
1113284,356325,シェイミ,,sv9a,066/063,AR,熱風のアリーナ,sv9a 066/063 シェイミ しぇいみ,,0,ポケモン,カード,480,400,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9a/047367_P_SHIEIMI.jpg,,,,,,,,,,False,シェイミ,066063,シェイミ,066063,シェイミ,066063
1113286,356320,シロナのロズレイド,,sv9a,065/063,AR,熱風のアリーナ,sv9a 065/063 ロズレイド しろなのろずれいど,,0,ポケモン,カード,580,400,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9a/047366_P_SHIRONANOROZUREIDO.jpg,,,,,,,,,,False,シロナのロズレイド,065063,シロナのロズレイド,065063,シロナのロズレイド,065063
1113577,355065,スパイクエネルギー,,sv9,132/100,UR,バトルパートナーズ,sv9 132/100 スパイクエネルギー すぱいくえねるぎー,,0,ポケモン,カード,480,50,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047252_E_SUPAIKUENERUGI.jpg,,,,,,,,,,False,スパイクエネルギー,132100,スパイクエネルギー,132100,スパイクエネルギー,132100
1113578,355060,Nのゾロアークex,,sv9,131/100,UR,バトルパートナーズ,sv9 131/100 ゾロアーク エヌノゾロアーク えぬのぞろあーく,,0,ポケモン,カード,2380,800,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047251_P_NNOZOROAKUEX.jpg,,,,,,,,,,False,nのゾロアークex,131100,nのゾロアークex,131100,nのゾロアークex,131100
1113579,355055,ナンジャモのハラバリーex,,sv9,130/100,UR,バトルパートナーズ,sv9 130/100 ハラバリー ハラバリー なんじゃものはらばりー,,0,ポケモン,カード,3480,2000,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047250_P_NANJIXYAMONOHARABARIEX.jpg,,,,,,,,,,False,ナンジャモのハラバリーex,130100,ナンジャモのハラバリーex,130100,ナンジャモのハラバリーex,130100
1113580,355050,ボーマンダex,,sv9,129/100,SAR,バトルパートナーズ,sv9 129/100 ボーマンダex小文字 ボーマンダex ぼーまんだex,,0,ポケモン,カード,2580,3400,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047249_P_BOMANDAEX.jpg,,,,,,,,,,False,ボーマンダex,129100,ボーマンダex,129100,ボーマンダex,129100
1113581,355045,ホップのザシアンex,,sv9,128/100,SAR,バトルパートナーズ,sv9 128/100 ザシアン ザシアン ほっぷのざしあん,,0,ポケモン,カード,3480,2600,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047248_P_HOPPUNOZASHIANEX.jpg,,,,,,,,,,False,ホップのザシアンex,128100,ホップのザシアンex,128100,ホップのザシアンex,128100
1113582,355040,Nのゾロアークex,,sv9,127/100,SAR,バトルパートナーズ,sv9 127/100 ゾロアーク エヌノゾロアーク えぬのぞろあーく,,0,ポケモン,カード,5980,6500,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047247_P_NNOZOROAKUEX.jpg,,,,,,,,,,False,nのゾロアークex,127100,nのゾロアークex,127100,nのゾロアークex,127100
1113583,355035,リーリエのピッピex,,sv9,126/100,SAR,バトルパートナーズ,sv9 126/100 ピッピ ピッピ りーりえのぴっぴ,,0,ポケモン,カード,24800,22000,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047246_P_RIRIENOPIPPIEX.jpg,,,,,,,,,,False,リーリエのピッピex,126100,リーリエのピッピex,126100,リーリエのピッピex,126100
1113584,355030,ナンジャモのハラバリーex,,sv9,125/100,SAR,バトルパートナーズ,sv9 125/100 ハラバリー ハラバリー なんじゃものはらばりー,,0,ポケモン,カード,14800,9000,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047245_P_NANJIXYAMONOHARABARIEX.jpg,,,,,,,,,,False,ナンジャモのハラバリーex,125100,ナンジャモのハラバリーex,125100,ナンジャモのハラバリーex,125100
1113585,355025,ボルケニオンex,,sv9,124/100,SAR,バトルパートナーズ,sv9 124/100 ボルケニオンex ボルケニオン ぼるけにおん,,0,ポケモン,カード,1380,1100,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047244_P_BORUKENIONEX.jpg,,,,,,,,,,False,ボルケニオンex,124100,ボルケニオンex,124100,ボルケニオンex,124100
1113586,355020,タケシのスカウト,,sv9,123/100,SR,バトルパートナーズ,sv9 123/100 タケシノスカウト たけしのすかうと,,0,ポケモン,カード,280,150,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047243_T_TAKESHINOSUKAUTO.jpg,,,,,,,,,,False,タケシのスカウト,123100,タケシのスカウト,123100,タケシのスカウト,123100
1113587,355015,怖いお兄さん,,sv9,122/100,SR,バトルパートナーズ,sv9 122/100 コワイオニイサン こわいおにいさん,,0,ポケモン,カード,280,50,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047242_T_KOWAIONIISAN.jpg,,,,,,,,,,False,怖いお兄さん,122100,怖いお兄さん,122100,怖いお兄さん,122100
1113588,355010,アイリスの闘志,,sv9,121/100,SR,バトルパートナーズ,sv9 121/100 アイリスノトウシ あいりすのとうし,,0,ポケモン,カード,1080,500,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047241_T_AIRISUNOTOUSHI.jpg,,,,,,,,,,False,アイリスの闘志,121100,アイリスの闘志,121100,アイリスの闘志,121100
1113589,355005,ノココッチex,,sv9,120/100,SR,バトルパートナーズ,sv9 120/100 ノココッチex ノココッチ のここっち,,0,ポケモン,カード,380,150,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047240_P_NOKOKOTCHIEX.jpg,,,,,,,,,,False,ノココッチex,120100,ノココッチex,120100,ノココッチex,120100
1113590,355000,ボーマンダex,,sv9,119/100,SR,バトルパートナーズ,sv9 119/100 ボーマンダex小文字 ボーマンダex ぼーまんだex,,0,ポケモン,カード,380,50,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047239_P_BOMANDAEX.jpg,,,,,,,,,,False,ボーマンダex,119100,ボーマンダex,119100,ボーマンダex,119100
1113591,354995,ホップのザシアンex,,sv9,118/100,SR,バトルパートナーズ,sv9 118/100 ザシアン ザシアン ほっぷのざしあん,,0,ポケモン,カード,580,150,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047238_P_HOPPUNOZASHIANEX.jpg,,,,,,,,,,False,ホップのザシアンex,118100,ホップのザシアンex,118100,ホップのザシアンex,118100
1113592,354990,Nのゾロアークex,,sv9,117/100,SR,バトルパートナーズ,sv9 117/100 ゾロアーク エヌノゾロアーク えぬのぞろあーく,,0,ポケモン,カード,480,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047237_P_NNOZOROAKUEX.jpg,,,,,,,,,,False,nのゾロアークex,117100,nのゾロアークex,117100,nのゾロアークex,117100
1113593,354985,マンムーex,,sv9,116/100,SR,バトルパートナーズ,sv9 116/100 マンムー マンムー まんむー,,0,ポケモン,カード,280,150,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047236_P_MANMUEX.jpg,,,,,,,,,,False,マンムーex,116100,マンムーex,116100,マンムーex,116100
1113594,354980,リーリエのピッピex,,sv9,115/100,SR,バトルパートナーズ,sv9 115/100 ピッピ ピッピ りーりえのぴっぴ,,0,ポケモン,カード,880,600,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047235_P_RIRIENOPIPPIEX.jpg,,,,,,,,,,False,リーリエのピッピex,115100,リーリエのピッピex,115100,リーリエのピッピex,115100
1113595,354975,ナンジャモのハラバリーex,,sv9,114/100,SR,バトルパートナーズ,sv9 114/100 ハラバリー ハラバリー なんじゃものはらばりー,,0,ポケモン,カード,780,150,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047234_P_NANJIXYAMONOHARABARIEX.jpg,,,,,,,,,,False,ナンジャモのハラバリーex,114100,ナンジャモのハラバリーex,114100,ナンジャモのハラバリーex,114100
1113596,354970,ボルケニオンex,,sv9,113/100,SR,バトルパートナーズ,sv9 113/100 ボルケニオンex ボルケニオン ぼるけにおん,,0,ポケモン,カード,380,50,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047233_P_BORUKENIONEX.jpg,,,,,,,,,,False,ボルケニオンex,113100,ボルケニオンex,113100,ボルケニオンex,113100
1113599,354955,オオタチ,,sv9,110/100,AR,バトルパートナーズ,sv9 110/100 オオタチ おおたち,,0,ポケモン,カード,180,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047230_P_OOTACHI.jpg,,,,,,,,,,False,オオタチ,110100,オオタチ,110100,オオタチ,110100
1113600,354950,Nのレシラム,,sv9,109/100,AR,バトルパートナーズ,sv9 109/100 レシラム エヌノレシラム えぬのれしらむ,,0,ポケモン,カード,780,1200,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047229_P_NNORESHIRAMU.jpg,,,,,,,,,,False,nのレシラム,109100,nのレシラム,109100,nのレシラム,109100
1113606,354930,リーリエのアブリボン,,sv9,105/100,AR,バトルパートナーズ,sv9 105/100 アブリボン りーりえのあぶりぼん,,0,ポケモン,カード,580,700,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047225_P_RIRIENOABURIBON.jpg,,,,,,,,,,False,リーリエのアブリボン,105100,リーリエのアブリボン,105100,リーリエのアブリボン,105100
1113608,354925,ナンジャモのタイカイデン,,sv9,104/100,AR,バトルパートナーズ,sv9 104/100 タイカイデン タイカイデン なんじゃものたいかいでん,,0,ポケモン,カード,280,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047224_P_NANJIXYAMONOTAIKAIDEN.jpg,,,,,,,,,,False,ナンジャモのタイカイデン,104100,ナンジャモのタイカイデン,104100,ナンジャモのタイカイデン,104100
1113763,354920,ホエルオー,,sv9,103/100,AR,バトルパートナーズ,sv9 103/100 ホエルオー ほえるおー,,0,ポケモン,カード,280,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047223_P_HOERUO.jpg,,,,,,,,,,False,ホエルオー,103100,ホエルオー,103100,ホエルオー,103100
1113765,354915,フリーザー,,sv9,102/100,AR,バトルパートナーズ,sv9 102/100 フリーザー ふりーざー,,0,ポケモン,カード,380,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047222_P_FURIZA.jpg,,,,,,,,,,False,フリーザー,102100,フリーザー,102100,フリーザー,102100
1113766,354910,マラカッチ,,sv9,101/100,AR,バトルパートナーズ,sv9 101/100 マラカッチ まらかっち,,0,ポケモン,カード,180,300,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV9/047221_P_MARAKATCHI.jpg,,,,,,,,,,False,マラカッチ,101100,マラカッチ,101100,マラカッチ,101100
1114379,353690,テラパゴスex,,sv8a,237/187,UR,ハイクラスパック テラスタルフェスex,sv8a 237/187 テラスタル テラパゴスex小文字 テラパゴスex てらぱごすex,,0,ポケモン,カード,680,150,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV8a/047158_P_TERAPAGOSUEX.jpg,,,,,,,,,,False,テラパゴスex,237187,テラパゴスex,237187,テラパゴスex,237187
1114380,353685,ピカチュウex,,sv8a,236/187,UR,ハイクラスパック テラスタルフェスex,sv8a 236/187 テラスタル ピカチュウex小文字 ピカチュウex ぴかちゅうex,,0,ポケモン,カード,3080,3500,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV8a/047157_P_PIKACHIXYUUEX.jpg,,,,,,,,,,False,ピカチュウex,236187,ピカチュウex,236187,ピカチュウex,236187
1114388,353680,ウネルミナモex,,sv8a,235/187,UR,ハイクラスパック テラスタルフェスex,sv8a 235/187 古代 ウネルミナモex小文字 ウネルミナモex うねるみなもex,,0,ポケモン,カード,780,100,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV8a/047156_P_UNERUMINAMOEX.jpg,,,,,,,,,,False,ウネルミナモex,235187,ウネルミナモex,235187,ウネルミナモex,235187
1114389,353675,オーガポンみどりのめんex,,sv8a,234/187,UR,ハイクラスパック テラスタルフェスex,sv8a 234/187 テラスタル オーガポンみどりのめんex小文字 オーガポンミドリノメンex おーがぽんみどりのめんex,,0,ポケモン,カード,680,100,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV8a/047155_P_OGAPONMIDORINOMENEX.jpg,,,,,,,,,,False,オーガポンみどりのめんex,234187,オーガポンみどりのめんex,234187,オーガポンみどりのめんex,234187
1114391,353670,テツノイサハex,,sv8a,233/187,UR,ハイクラスパック テラスタルフェスex,sv8a 233/187 未来 テツノイサハex小文字 テツノイサハex てつのいさはex,,0,ポケモン,カード,580,100,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV8a/047154_P_TETSUNOISAHAEX.jpg,,,,,,,,,,False,テツノイサハex,233187,テツノイサハex,233187,テツノイサハex,233187
1114392,353665,ネリネ,,sv8a,232/187,SAR,ハイクラスパック テラスタルフェスex,sv8a 232/187 ネリネ ねりね,,0,ポケモン,カード,680,100,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV8a/047153_T_NERINE.jpg,,,,,,,,,,False,ネリネ,232187,ネリネ,232187,ネリネ,232187
1114399,353660,タロ,,sv8a,231/187,SAR,ハイクラスパック テラスタルフェスex,sv8a 231/187 タロ たろ,,0,ポケモン,カード,980,200,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV8a/047152_T_TARO.jpg,,,,,,,,,,False,タロ,231187,タロ,231187,タロ,231187
1114400,353655,スグリ,,sv8a,230/187,SAR,ハイクラスパック テラスタルフェスex,sv8a 230/187 スグリ すぐり,,0,ポケモン,カード,880,500,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV8a/047151_T_SUGURI.jpg,,,,,,,,,,False,スグリ,230187,スグリ,230187,スグリ,230187
1114401,353650,カキツバタ,,sv8a,229/187,SAR,ハイクラスパック テラスタルフェスex,sv8a 229/187 カキツバタ かきつばた,,0,ポケモン,カード,780,100,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV8a/047150_T_KAKITSUBATA.jpg,,,,,,,,,,False,カキツバタ,229187,カキツバタ,229187,カキツバタ,229187
1114402,353645,アンズの秘技,,sv8a,228/187,SAR,ハイクラスパック テラスタルフェスex,sv8a 228/187 アンズノヒギ あんずのひぎ,,0,ポケモン,カード,1280,200,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV8a/047149_T_ANZUNOHIGI.jpg,,,,,,,,,,False,アンズの秘技,228187,アンズの秘技,228187,アンズの秘技,228187
1114409,353640,アカマツ,,sv8a,227/187,SAR,ハイクラスパック テラスタルフェスex,sv8a 227/187 アカマツ あかまつ,,0,ポケモン,カード,980,400,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV8a/047148_T_AKAMATSU.jpg,,,,,,,,,,False,アカマツ,227187,アカマツ,227187,アカマツ,227187
1114410,353635,テラパゴスex,,sv8a,226/187,SAR,ハイクラスパック テラスタルフェスex,sv8a 226/187 テラスタル テラパゴスex小文字 テラパゴスex てらぱごすex,,0,ポケモン,カード,580,150,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV8a/047147_P_TERAPAGOSUEX.jpg,,,,,,,,,,False,テラパゴスex,226187,テラパゴスex,226187,テラパゴスex,226187
1114412,353630,ガチグマ アカツキex,,sv8a,225/187,SAR,ハイクラスパック テラスタルフェスex,sv8a 225/187 ガチグマ アカツキex小文字 ガチグマアカツキex がちぐまあかつきex,,0,ポケモン,カード,680,200,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV8a/047146_P_GACHIGUMAAKATSUKIEX.jpg,,,,,,,,,,False,ガチグマアカツキex,225187,ガチグマアカツキex,225187,ガチグマアカツキex,225187
1114418,353625,イーブイex,,sv8a,224/187,SAR,ハイクラスパック テラスタルフェスex,sv8a 224/187 テラスタル イーブイex小文字 イーブイex いーぶいex,,0,ポケモン,カード,3080,2800,☐,https://www.pokemon-card.com/assets/images/card_images/large/SV8a/047145_P_IBUIEX.jpg,,,,,,,,,,False,イーブイex,224187,イーブイex,224187,イーブイex,224187
